Ins1	Rot1	Ins2	Rot2	Ins3	Rot3	X	Y	Z
0	-90	40	-45	40	90	-0.8234602907312387	-8.653930093519731	56.221678615479135
0	-90	40	-45	80	-90	0.24687840317869947	-11.41553718846465	60.48600529885165
0	-90	40	-45	80	-45	2.711805321684904	-13.513162173871343	63.63622221020489
0	-90	40	-45	80	0	5.484152950931421	-13.785819664822807	66.3512316525847
0	-90	40	-45	80	45	7.102139522314829	-12.929698344585526	69.53819946323925
0	-90	40	-45	80	90	6.699228388311	-12.007740858570989	72.07244751252708
0	-90	40	-45	120	-90	7.699956050097102	-17.24236671416174	80.55985114623651
0	-90	40	-45	120	-45	10.557325059397241	-21.221793968789108	86.76267653309246
0	-90	40	-45	120	0	13.894792004774617	-22.600700612724605	92.06845573614063
0	-90	40	-45	120	45	15.62274362066638	-21.977088673854855	97.13413975458644
0	-90	40	-45	120	90	14.916791080125513	-21.452296221291817	101.61093180801606
0	-90	40	-45	160	-90	15.675611171419522	-27.05976253032724	111.67043724073557
0	-90	40	-45	160	-45	18.335366092380507	-31.336988288247444	119.15875782035198
0	-90	40	-45	160	0	21.51895760895041	-32.928173845890605	125.4524044470803
0	-90	40	-45	160	45	23.10248733308707	-32.472968460960544	131.27896210338272
0	-90	40	-45	160	90	22.295792352614807	-32.10303835266365	136.4250273968705
0	-90	40	-45	200	-90	22.973121719418476	-37.84404821618571	147.04701904424002
0	-90	40	-45	200	-45	25.570693344645683	-42.233328254138875	154.99043420441018
0	-90	40	-45	200	0	28.7044368912739	-43.912392172984774	161.63849124634334
0	-90	40	-45	200	45	30.248679378305383	-43.524315283331795	167.74363358041245
0	-90	40	-45	200	90	29.411702524575748	-43.20788474728951	173.12067180179622
0	-90	40	-45	240	-90	28.661247164863234	-46.728202731362884	176.4021901421114
0	-90	40	-45	240	-45	30.11771629912993	-49.34326216622775	178.474303480503
0	-90	40	-45	240	0	32.33975766956965	-49.60250957802899	180.422451301842
0	-90	40	-45	240	45	33.15568166694782	-48.076958693494504	182.76656961316286
0	-90	40	-45	240	90	31.736377879287783	-46.84956101001157	185.13701247711862
0	-90	40	0	0	-90	26.795839233299006	-37.49705973075632	156.30369298233876
0	-90	40	0	0	-45	22.83163898276316	-30.00146675811254	133.1508075350344
0	-90	40	0	0	0	19.65364679992158	-24.00022084526311	114.57269411195313
0	-90	40	0	0	45	17.10740589237237	-19.1981426051158	99.67431492825786
0	-90	40	0	0	90	15.068113025717404	-15.356752242613522	87.73260726828347
0	-90	40	0	40	-90	12.413974824853856	-12.819269122785276	78.39539134599774
0	-90	40	0	40	-45	10.830105658309883	-10.749298841996582	70.77009655229193
0	-90	40	0	40	0	9.831238847986297	-8.59957033317028	64.64459260237716
0	-90	40	0	40	45	8.764667774184442	-6.393606342387704	59.82579528210525
0	-90	40	0	40	90	7.359635387178406	-4.606796487232426	56.06554540937019
0	-90	40	0	80	-90	8.504870618619298	-5.184860458507849	60.72861783299792
0	-90	40	0	80	-45	10.983210232999436	-5.567660386365473	63.99201908135026
0	-90	40	0	80	0	13.731449826197718	-4.447510455338733	66.41659662062698
0	-90	40	0	80	45	15.3447965040374	-2.2435822106654513	69.02471781903652
0	-90	40	0	80	90	14.985997873763582	-0.3205461756932362	71.35922981092232
0	-90	40	0	120	-90	17.582416292951997	-2.209952785183483	80.58677292239071
0	-90	40	0	120	-45	21.621094854787657	-3.624420427953394	87.11106195795213
0	-90	40	0	120	0	25.829248741842388	-2.89591511946481	92.02111241171627
0	-90	40	0	120	45	28.253141444251856	-0.4546568564443838	96.38280539981045
0	-90	40	0	120	90	28.19271962976036	1.5893296540098691	100.60823136216845
0	-90	40	0	160	-90	30.839049353342013	-0.6824103830721588	111.55794619105399
0	-90	40	0	160	-45	34.88847748283631	-2.401935208842216	119.41002124284654
0	-90	40	0	160	0	39.0874768086063	-1.909875877765777	125.3115989008807
0	-90	40	0	160	45	41.49281901723961	0.3396715379632149	130.46117718106373
0	-90	40	0	160	90	41.44252526541118	2.229573224916417	135.3714372635346
0	-90	40	0	200	-90	44.100727013285066	-0.1659584348651526	146.90627411897734
0	-90	40	0	200	-45	48.160435291924884	-1.9911620679179798	155.2226401792882
0	-90	40	0	200	0	52.36565939561941	-1.5848131448447311	161.4793694740171
0	-90	40	0	200	45	54.77624979393422	0.5981818401844501	166.90875882367413
0	-90	40	0	200	90	54.73343638988894	2.4371219171329765	172.05295028689784
0	-90	40	0	240	-90	54.73248274267132	-0.000756825579278253	176.25371832180687
0	-90	40	0	240	-45	56.664943717168896	-1.8624961587869762	178.70143871116682
0	-90	40	0	240	0	59.168453705817406	-1.4857719013838198	180.25832420956274
0	-90	40	0	240	45	60.21824307627962	0.6748805811680829	181.92661417683564
0	-90	40	0	240	90	59.08757936006651	2.4974765996236568	184.06491844538726
0	-90	40	45	0	-90	47.97637707284806	3.3551415881109583	155.59070524766068
0	-90	40	45	0	-45	39.04607696237063	4.038648716123075	132.6752906754076
0	-90	40	45	0	0	31.882226667983687	4.582592821719177	114.25402534906189
0	-90	40	45	0	45	26.14209545636075	5.015263307763655	99.45937037950176
0	-90	40	45	0	90	21.54596052047283	5.359452540744041	87.58647320443356
0	-90	40	45	40	-90	17.243236112914158	4.461643312578218	78.41964148488219
0	-90	40	45	40	-45	14.332294317062892	3.759866381750654	70.91119702455974
0	-90	40	45	40	0	12.260766441849466	3.6832113783232012	64.77687609078355
0	-90	40	45	40	45	10.32646959805368	4.111133351802299	59.85571060967919
0	-90	40	45	40	90	8.223884491178746	4.480535894633152	55.99593894185883
0	-90	40	45	80	-90	7.53279488485938	5.141603486909533	60.9398789550534
0	-90	40	45	80	-45	8.574999191828548	5.71255435466332	64.5658496510526
0	-90	40	45	80	0	10.165547930035567	7.55421529202855	67.06142068283255
0	-90	40	45	80	45	10.716729212246504	10.440501348349317	69.26919608308913
0	-90	40	45	80	90	9.500866334017935	12.857167034413216	71.04656274427654
0	-90	40	45	120	-90	10.008998420797985	14.123570974287608	80.67231469326231
0	-90	40	45	120	-45	12.483279388294454	15.147586763654086	87.84092478179636
0	-90	40	45	120	0	15.438334659290676	17.749429188117965	92.93658045823878
0	-90	40	45	120	45	16.75076646295111	21.662526761385806	96.77626633712049
0	-90	40	45	120	90	15.712626605557457	24.944610970799445	100.22779670326769
0	-90	40	45	160	-90	16.396856388205318	26.096353672131304	111.64491732516333
0	-90	40	45	160	-45	18.99723873378728	26.9990154725158	120.18128441410607
0	-90	40	45	160	0	22.039109631484138	29.477260318422246	126.27308028839643
0	-90	40	45	160	45	23.416459683846995	33.29122709655536	130.889535858185
0	-90	40	45	160	90	22.440123481736933	36.508839475676076	135.01048363502719
0	-90	40	45	200	-90	23.176582112117217	37.62375198922836	147.014194841489
0	-90	40	45	200	-45	25.819436686920604	38.48846541253197	156.01661002063656
0	-90	40	45	200	0	28.89596390126803	40.92891179855106	162.45974606659925
0	-90	40	45	200	45	30.301203904654184	44.71303555099878	167.34901582366055
0	-90	40	45	200	90	29.348716582541797	47.911666946745015	171.6982260880875
0	-90	40	45	240	-90	28.704665901332476	46.748286711767534	176.36803219909677
0	-90	40	45	240	-45	30.243184188083774	45.78700576016567	179.50234852827967
0	-90	40	45	240	0	32.43678452205544	46.76416864036471	181.24459865352114
0	-90	40	45	240	45	33.13592270687306	49.378234701846296	182.37061180847766
0	-90	40	45	240	90	31.61865124417709	51.642892543892735	183.7121250777596
0	-90	40	90	0	-90	24.44240601318216	42.84618115371131	155.4556597163154
0	-90	40	90	0	-45	18.6642380278551	35.74724578534629	132.66569965398605
0	-90	40	90	0	0	14.026146842661538	30.037326517307903	114.31115565774951
0	-90	40	90	0	45	10.31004112885115	25.454272078579987	99.54730009459391
0	-90	40	90	0	90	7.33581762261506	21.780555613115986	87.68414241031253
0	-90	40	90	40	-90	5.070037046876247	17.656433644331475	78.49599860234935
0	-90	40	90	40	-45	3.8104192974631914	14.370333162211518	71.0730114269223
0	-90	40	90	40	0	3.07118851933666	12.216732401002174	65.00477607075884
0	-90	40	90	40	45	2.203080318073101	10.974696629392007	60.051482199081775
0	-90	40	90	40	90	0.9465589421153855	10.002898010615697	56.078428929298774
0	-90	40	90	80	-90	-1.7840297587144118	9.705522650326747	60.92153086122514
0	-90	40	90	80	-45	-2.3438101906423645	9.548133157245577	64.81608267379961
0	-90	40	90	80	0	-1.9972478122155535	10.821061322521395	67.6763796127726
0	-90	40	90	80	45	-2.528428914686035	13.250319372415511	70.06449655700212
0	-90	40	90	80	90	-4.551471125871817	15.22887773295029	71.44772451750569
0	-90	40	90	120	-90	-7.847752059931601	16.27193797549317	80.74859046872247
0	-90	40	90	120	-45	-8.355397700515327	17.202126859908475	88.27010095866204
0	-90	40	90	120	0	-7.713932246636169	19.772705193060563	93.95992022058213
0	-90	40	90	120	45	-8.213774204954538	23.615622224581234	97.95304300099288
0	-90	40	90	120	90	-10.712736256591711	26.742857824830892	100.84260364508002
0	-90	40	90	160	-90	-13.9886364404185	27.89929432043283	111.85365711015217
0	-90	40	90	160	-45	-14.471953441643954	28.899412491755065	120.74375482642449
0	-90	40	90	160	0	-13.792127676975667	31.497776843021313	127.42735367119458
0	-90	40	90	160	45	-14.249871343723516	35.35355991714968	132.16067183602814
0	-90	40	90	160	90	-16.727214250899145	38.50436147160742	135.68814209858994
0	-90	40	90	200	-90	-19.997914095443047	39.69667175993973	147.26969601777063
0	-90	40	90	200	-45	-20.477068000741752	40.721649975901144	156.61939011847213
0	-90	40	90	200	0	-19.786600601004512	43.33239239656661	163.64965121257393
0	-90	40	90	200	45	-20.232406497579724	47.19693158354062	168.64730282763065
0	-90	40	90	200	90	-22.70216721995121	50.35909871662379	172.3942318724981
0	-90	40	90	240	-90	-24.777871338297068	49.18470857252866	176.63698916969648
0	-90	40	90	240	-45	-24.300841710120775	48.31399560946886	180.1168562819497
